工厂编码,物料编码,M+1月预测需求量,M+2月预测需求量,M+3月预测需求量
2005,1058,0.01,0.05,0.0
2005,1059,0.02,0.03,0.04
2005,1060,0.0,0.06,0.18
2005,1061,33.38,34.76,33.75
2005,1062,0.08,0.11,0.0
2005,1063,0.11,0.0,0.08
2005,1064,0.0,0.05,0.04
2005,1065,0.0,0.01,0.0
2005,1066,0.0,0.08,0.16
2005,1067,0.12,0.11,0.03
2005,1068,0.04,0.14,0.08
2005,1069,0.0,0.07,0.0
2005,1070,0.0,0.0,0.08
2005,1071,0.02,0.0,0.16
2005,1072,0.0,0.0,0.0
2005,1073,0.0,0.08,0.0
2005,1074,0.04,0.02,0.0
2005,1075,0.04,0.03,0.03
2005,1076,0.0,0.01,0.0
2005,1077,0.02,0.04,0.06
2005,1078,0.0,0.0,0.1
2005,1079,0.0,0.01,0.0
2005,1080,0.02,0.0,0.07
2005,1081,0.04,0.0,0.0
2005,1082,0.08,0.0,0.0
2005,1083,0.09,0.0,0.0
2005,1084,0.03,0.0,0.0
2005,1085,0.04,0.0,0.05
2005,1086,0.16,0.04,0.13
2005,1087,0.0,0.02,0.0
2005,1088,0.0,0.0,0.0
2005,1089,0.01,0.11,0.0
2005,1090,0.06,0.0,0.01
2005,1091,31.28,33.5,31.85
2005,1092,0.07,0.01,0.0
2005,1093,0.0,0.0,0.0
2005,1094,0.01,0.05,0.05
2005,1095,0.04,0.0,0.0
2005,1096,0.0,0.02,0.0
2005,1097,0.02,0.0,0.01
2005,1098,0.0,0.0,0.15
2005,1099,0.0,0.0,0.0
2005,1100,0.0,0.04,0.05
2005,1101,0.03,0.14,0.0
2005,1102,0.11,0.02,0.0
2005,1103,0.0,0.0,0.0
2005,1104,0.17,0.23,0.14
2005,1105,0.0,0.02,0.0
2005,1106,0.0,0.0,0.0
2005,1107,0.03,0.0,0.01
2005,1108,0.05,0.0,0.0
2005,1109,0.0,0.0,0.0
2005,1110,0.0,0.07,0.0
2005,1111,0.0,0.11,0.05
2005,1112,0.0,0.17,0.0
2005,1113,0.0,0.06,0.0
2005,1114,0.0,0.0,0.09
2005,1115,0.0,0.0,0.0
2005,1116,0.0,0.02,0.03
2005,1117,0.0,0.0,0.0
2005,1118,0.02,0.0,0.0
2005,1119,0.06,0.03,0.04
2005,1120,0.0,0.01,0.03
2005,1121,0.07,0.04,0.03
2005,1122,0.0,0.0,0.0
2005,1123,0.02,0.0,0.01
2005,1124,0.0,0.01,0.1
2005,1125,0.02,0.0,0.0
2005,1126,0.0,0.01,0.01
2005,1127,0.07,0.1,0.08
2005,1128,0.0,0.15,0.07
2005,1129,0.0,0.0,0.06
2005,1130,0.0,0.03,0.14
2005,1131,0.0,0.0,0.0
2005,1132,0.03,0.13,0.0
2005,1133,0.0,0.03,0.0
2005,1134,0.0,0.0,0.0
2005,1135,0.06,0.0,0.04
2005,1136,0.06,0.0,0.0
2005,1137,0.03,0.0,0.0
2005,1138,0.0,0.05,0.0
2005,1139,0.0,0.1,0.05
2005,1140,0.1,0.01,0.15
2005,1141,0.01,0.0,0.0
2005,1142,0.0,0.05,0.05
2005,1143,0.04,0.04,0.0
2005,1144,0.0,0.0,0.0
2005,1145,0.0,0.0,0.0
2005,1146,0.0,0.0,0.01
2005,1147,0.0,0.04,0.12
2005,1148,0.0,0.0,0.11
2005,1149,0.03,0.1,0.11
2005,1150,0.0,0.06,0.0
2005,1151,0.13,0.0,0.21
2005,1152,0.09,0.04,0.0
2005,1153,0.02,0.0,0.01
2005,1154,0.0,0.09,0.0
2005,1155,0.0,0.01,0.07
2005,1156,0.06,0.0,0.06
2005,1157,0.03,0.0,0.0
2005,1158,0.0,0.02,0.0
2005,1159,0.11,0.05,0.01
2005,1160,0.07,0.0,0.01
2005,1161,0.02,0.0,0.04
2005,1162,0.1,0.0,0.0
2005,1163,0.0,0.0,0.0
2005,1164,0.07,0.0,0.0
2005,1165,0.09,0.0,0.08
2005,1166,0.07,0.05,0.05
2005,1167,0.19,0.0,0.09
2005,1168,0.07,0.02,0.0
2005,1169,0.06,0.07,0.04
2005,1170,0.0,0.04,0.05
2005,1171,0.0,0.04,0.01
2005,1172,0.09,0.0,0.0
2005,1173,0.08,0.07,0.05
2005,1174,0.0,0.0,0.09
2005,1175,0.0,0.04,0.1
2005,1176,0.0,0.04,0.0
2005,1177,0.05,0.01,0.0
2005,1178,0.02,0.07,0.22
2005,1179,0.0,0.0,0.0
2005,1180,0.0,0.06,0.01
2005,1181,0.0,0.0,0.03
2005,1182,0.03,0.0,0.01
2005,1183,0.08,0.1,0.0
2005,1184,0.13,0.0,0.07
2005,1185,0.04,0.0,0.0
2005,1186,0.0,0.0,0.0
2005,1187,0.0,0.0,0.0
2005,1188,0.02,0.0,0.0
2005,1189,0.0,0.02,0.05
2005,1190,0.0,0.0,0.0
2005,1191,0.0,0.0,0.0
2005,1192,0.0,0.06,0.0
2005,1193,0.0,0.0,0.03
2005,1194,0.02,0.0,0.0
2005,1195,0.0,0.0,0.0
2005,1196,0.02,0.05,0.02
2005,1197,0.0,0.07,0.0
2005,1198,0.03,0.06,0.0
2005,1199,0.04,0.0,0.05
2005,1200,0.0,0.08,0.02
2005,1201,0.1,0.0,0.03
2005,1202,0.1,0.01,0.07
2005,1203,0.0,0.0,0.03
2005,1204,0.0,0.07,0.0
2005,1205,0.0,0.02,0.0
2005,1206,0.05,0.0,0.03
2005,1207,0.07,0.0,0.0
2005,1208,0.1,0.01,0.0
2005,1209,0.04,0.0,0.04
2005,1210,0.0,0.0,0.0
2005,1211,0.0,0.0,0.0
2005,1212,0.12,0.09,0.11
2005,1213,0.0,0.0,0.0
2005,1214,0.0,0.07,0.07
2005,1215,0.0,0.16,0.0
2005,1216,0.0,0.05,0.0
2005,1217,0.1,0.01,0.11
2005,1218,0.0,0.0,0.04
2005,1219,0.02,0.0,0.14
2005,1220,0.03,0.0,0.0
2005,1221,0.05,0.0,0.06
2005,1222,0.0,0.0,0.05
2005,1223,0.0,0.01,0.02
2005,1224,0.09,0.12,0.0
2005,1225,0.0,0.0,0.04
2005,1226,0.0,0.0,0.0
2005,1227,0.13,0.05,0.0
2005,1228,0.01,0.07,0.0
2005,1229,0.01,0.04,0.0
2005,1230,0.09,0.0,0.0
2005,1231,0.07,0.16,0.03
2005,1232,0.13,0.0,0.03
2005,1233,0.0,0.0,0.0
2005,1234,0.05,0.08,0.08
2005,1235,0.05,0.03,0.0
2005,1236,0.0,0.17,0.03
2005,1237,0.0,0.0,0.0
2005,1238,0.02,0.0,0.12
2005,1239,0.0,0.1,0.05
2005,1240,0.06,0.0,0.0
2005,1241,0.1,0.0,0.0
2005,1242,0.0,0.0,0.09
2005,1243,0.03,0.02,0.0
2005,1244,0.09,0.0,0.0
2005,1245,0.0,0.09,0.0
2005,1246,0.0,0.0,0.0
2005,1247,0.06,0.0,0.01
2005,1248,0.0,0.03,0.04
2005,1249,0.01,0.01,0.08
2005,1250,0.0,0.0,0.02
2005,1251,0.13,0.05,0.0
2005,1252,0.01,0.0,0.12
2005,1253,0.0,0.1,0.0
2005,1254,0.0,0.0,0.08
2005,1255,0.0,0.0,0.0
2005,1256,0.0,0.08,0.08
2005,1257,0.0,0.02,0.01
2005,1258,0.0,0.0,0.0
2005,1259,0.04,0.0,0.0
2005,1260,0.02,0.0,0.0
2005,1261,0.0,0.06,0.0
2005,1262,0.02,0.0,0.0
2005,1263,0.0,0.0,0.02
2005,1264,0.1,0.07,0.0
2005,1265,0.0,0.0,0.0
2005,1266,0.0,0.0,0.07
2005,1267,0.04,0.0,0.0
2005,1268,0.0,0.0,0.0
2005,1269,0.02,0.0,0.0
2005,1270,0.12,0.05,0.0
2005,1271,0.05,0.06,0.0
2005,1272,0.0,0.0,0.0
2005,1273,0.0,0.0,0.0
2005,1274,0.0,0.0,0.03
2005,1275,0.0,0.0,0.02
2005,1276,0.03,0.0,0.08
2005,1277,0.05,0.02,0.0
2005,1278,0.0,0.0,0.07
2005,1279,0.05,0.08,0.02
2005,1280,0.01,0.03,0.04
2005,1281,0.06,0.0,0.01
2005,1282,0.0,0.0,0.0
2005,1283,0.0,0.0,0.0
2005,1284,0.02,0.04,0.0
2005,1285,0.0,0.11,0.0
2005,1286,0.0,0.01,0.03
2005,1287,0.04,0.0,0.06
2005,1288,0.0,0.0,0.0
2005,1289,0.0,0.0,0.0
2005,1290,0.0,0.06,0.0
2005,1291,0.04,0.0,0.0
2005,1292,0.0,0.11,0.0
2005,1293,0.07,0.0,0.01
2005,1294,0.08,0.11,0.0
2005,1295,0.0,0.11,0.04
2005,1296,0.04,0.04,0.0
2005,1297,0.04,0.0,0.0
2006,1000,0.03,0.12,0.06
2006,1001,2.49,2.53,2.63
2006,1002,0.08,0.0,0.0
2006,1003,14.32,15.08,15.05
2006,1004,0.0,0.01,0.0
2006,1005,0.01,0.0,0.0
2006,1006,0.02,0.0,0.0
2006,1007,0.01,0.06,0.06
2006,1008,0.0,0.03,0.02
2006,1009,0.14,0.0,0.0
2006,1010,1.21,1.23,1.1
2006,1011,0.0,0.09,0.0
2006,1012,0.96,0.87,0.8
2006,1013,0.04,0.0,0.0
2006,1014,0.0,0.0,0.04
2006,1015,0.0,0.0,0.0
2006,1016,0.0,0.05,0.0
2006,1017,0.07,0.0,0.07
2006,1018,0.01,0.05,0.03
2006,1019,0.0,0.0,0.02
2006,1020,0.0,0.05,0.0
2006,1021,0.0,0.04,0.05
2006,1022,0.02,0.02,0.0
2006,1023,0.0,0.0,0.0
2006,1024,0.0,0.06,0.04
2006,1025,0.0,0.03,0.0
2006,1026,0.02,0.01,0.0
2006,1027,2.89,2.85,2.76
2006,1028,0.05,0.0,0.0
2006,1029,11.8,11.55,10.34
2006,1030,0.0,0.02,0.01
2006,1031,61.94,63.8,64.59
2006,1032,0.0,0.02,0.0
2006,1033,0.0,0.01,0.0
2006,1034,23.13,23.76,23.2
2006,1035,0.0,0.0,0.0
2006,1036,0.0,0.04,0.0
2006,1037,39.83,40.56,39.69
2006,1038,20.31,20.63,20.69
2006,1039,0.04,0.0,0.0
2006,1040,3.04,3.07,3.02
2006,1041,0.0,0.0,0.07
2006,1042,14.75,15.18,15.07
2006,1043,0.05,0.0,0.0
2006,1044,11.05,10.78,10.82
2006,1045,0.35,0.12,0.14
2006,1046,0.06,0.0,0.0
2006,1047,0.0,0.02,0.0
2006,1048,0.39,0.47,0.49
2006,1049,0.02,0.0,0.0
2006,1050,0.0,0.0,0.0
2006,1051,16.83,16.73,16.73
2006,1052,0.04,0.09,0.08
2006,1053,12.67,13.18,13.01
2006,1054,76.17,78.27,78.36
2006,1055,0.0,0.07,0.0
2006,1056,0.12,0.0,0.0
2006,1057,0.0,0.03,0.02
2006,1058,0.01,0.04,0.0
2006,1059,0.02,0.03,0.04
2006,1060,0.0,0.05,0.15
2006,1061,28.79,29.98,29.12
2006,1062,0.07,0.09,0.0
2006,1063,0.1,0.0,0.07
2006,1064,0.0,0.05,0.03
2006,1065,0.0,0.01,0.0
2006,1066,0.0,0.07,0.14
2006,1067,0.1,0.09,0.02
2006,1068,0.03,0.12,0.07
2006,1069,0.0,0.06,0.0
2006,1070,0.0,0.0,0.07
2006,1071,0.02,0.0,0.14
2006,1072,0.0,0.0,0.0
2006,1073,0.0,0.07,0.0
2006,1074,0.03,0.01,0.0
2006,1075,0.04,0.02,0.03
2006,1076,0.0,0.01,0.0
2006,1077,0.01,0.03,0.04
2006,1078,0.0,0.0,0.08
2006,1079,0.0,0.01,0.0
2006,1080,0.02,0.0,0.06
2006,1081,0.03,0.0,0.0
2006,1082,0.07,0.0,0.0
2006,1083,0.08,0.0,0.0
2006,1084,0.03,0.0,0.0
2006,1085,0.03,0.0,0.05
2006,1086,0.13,0.03,0.11
2006,1087,0.0,0.02,0.0
2006,1088,0.0,0.0,0.0
2006,1089,0.01,0.09,0.0
2006,1090,0.05,0.0,0.01
2006,1091,26.98,28.9,27.48
2006,1092,0.06,0.0,0.0
2006,1093,0.0,0.0,0.0
2006,1094,0.01,0.04,0.04
2006,1095,0.03,0.0,0.0
2006,1096,0.0,0.02,0.0
2006,1097,0.01,0.0,0.01
2006,1098,0.0,0.0,0.13
2006,1099,0.0,0.0,0.0
2006,1100,0.0,0.03,0.04
2006,1101,0.02,0.12,0.0
2006,1102,0.1,0.02,0.0
2006,1103,0.0,0.0,0.0
2006,1104,0.15,0.2,0.12
2006,1105,0.0,0.01,0.0
2006,1106,0.0,0.0,0.0
2006,1107,0.03,0.0,0.01
2006,1108,0.04,0.0,0.0
2006,1109,0.0,0.0,0.0
2006,1110,0.0,0.06,0.0
2006,1111,0.0,0.1,0.04
2006,1112,0.0,0.15,0.0
2006,1113,0.0,0.06,0.0
2006,1114,0.0,0.0,0.08
2006,1115,0.0,0.0,0.0
2006,1116,0.0,0.02,0.02
2006,1117,0.0,0.0,0.0
2006,1118,0.02,0.0,0.0
2006,1119,0.05,0.03,0.03
2006,1120,0.0,0.01,0.02
2006,1121,0.06,0.03,0.03
2006,1122,0.0,0.0,0.0
2006,1123,0.01,0.0,0.01
2006,1124,0.0,0.01,0.09
2006,1125,0.02,0.0,0.0
2006,1126,0.0,0.01,0.01
2006,1127,0.06,0.09,0.07
2006,1128,0.0,0.13,0.06
2006,1129,0.0,0.0,0.05
2006,1130,0.0,0.03,0.12
2006,1131,0.0,0.0,0.0
2006,1132,0.02,0.11,0.0
2006,1133,0.0,0.03,0.0
2006,1134,0.0,0.0,0.0
2006,1135,0.06,0.0,0.03
2006,1136,0.05,0.0,0.0
2006,1137,0.02,0.0,0.0
2006,1138,0.0,0.05,0.0
2006,1139,0.0,0.09,0.04
2006,1140,0.09,0.01,0.13
2006,1141,0.01,0.0,0.0
2006,1142,0.0,0.04,0.04
2006,1143,0.03,0.04,0.0
2006,1144,0.0,0.0,0.0
2006,1145,0.0,0.0,0.0
2006,1146,0.0,0.0,0.01
2006,1147,0.0,0.04,0.11
2006,1148,0.0,0.0,0.1
2006,1149,0.03,0.09,0.09
2006,1150,0.0,0.05,0.0
2006,1151,0.11,0.0,0.18
2006,1152,0.08,0.04,0.0
2006,1153,0.01,0.0,0.01
2006,1154,0.0,0.08,0.0
2006,1155,0.0,0.01,0.06
2006,1156,0.05,0.0,0.05
2006,1157,0.02,0.0,0.0
2006,1158,0.0,0.02,0.0
2006,1159,0.1,0.04,0.01
2006,1160,0.06,0.0,0.01
2006,1161,0.02,0.0,0.04
2006,1162,0.08,0.0,0.0
2006,1163,0.0,0.0,0.0
2006,1164,0.06,0.0,0.0
2006,1165,0.08,0.0,0.07
2006,1166,0.06,0.04,0.04
2006,1167,0.17,0.0,0.08
2006,1168,0.07,0.02,0.0
2006,1169,0.05,0.06,0.04
2006,1170,0.0,0.04,0.04
2006,1171,0.0,0.03,0.01
2006,1172,0.08,0.0,0.0
2006,1173,0.07,0.06,0.05
2006,1174,0.0,0.0,0.08
2006,1175,0.0,0.03,0.09
2006,1176,0.0,0.04,0.0
2006,1177,0.04,0.01,0.0
2006,1178,0.02,0.06,0.19
2006,1179,0.0,0.0,0.0
2006,1180,0.0,0.05,0.01
2006,1181,0.0,0.0,0.03
2006,1182,0.02,0.0,0.01
2006,1183,0.07,0.09,0.0
2006,1184,0.11,0.0,0.06
2006,1185,0.04,0.0,0.0
2006,1186,0.0,0.0,0.0
2006,1187,0.0,0.0,0.0
2006,1188,0.02,0.0,0.0
2006,1189,0.0,0.01,0.05
2006,1190,0.0,0.0,0.0
2006,1191,0.0,0.0,0.0
2006,1192,0.0,0.06,0.0
2006,1193,0.0,0.0,0.02
2006,1194,0.02,0.0,0.0
2006,1195,0.0,0.0,0.0
2006,1196,0.02,0.05,0.02
2006,1197,0.0,0.06,0.0
2006,1198,0.02,0.05,0.0
2006,1199,0.03,0.0,0.04
2006,1200,0.0,0.07,0.02
2006,1201,0.08,0.0,0.03
2006,1202,0.09,0.01,0.06
2006,1203,0.0,0.0,0.03
2006,1204,0.0,0.06,0.0
2006,1205,0.0,0.02,0.0
2006,1206,0.04,0.0,0.03
2006,1207,0.06,0.0,0.0
2006,1208,0.09,0.01,0.0
2006,1209,0.03,0.0,0.04
2006,1210,0.0,0.0,0.0
2006,1211,0.0,0.0,0.0
2006,1212,0.1,0.07,0.09
2006,1213,0.0,0.0,0.0
2006,1214,0.0,0.06,0.06
2006,1215,0.0,0.14,0.0
2006,1216,0.0,0.04,0.0
2006,1217,0.09,0.0,0.09
2006,1218,0.0,0.0,0.04
2006,1219,0.02,0.0,0.13
2006,1220,0.03,0.0,0.0
2006,1221,0.04,0.0,0.05
2006,1222,0.0,0.0,0.04
2006,1223,0.0,0.01,0.02
2006,1224,0.08,0.1,0.0
2006,1225,0.0,0.0,0.03
2006,1226,0.0,0.0,0.0
2006,1227,0.11,0.04,0.0
2006,1228,0.01,0.06,0.0
2006,1229,0.01,0.03,0.0
2006,1230,0.07,0.0,0.0
2006,1231,0.06,0.14,0.02
2006,1232,0.11,0.0,0.03
2006,1233,0.0,0.0,0.0
2006,1234,0.05,0.07,0.07
2006,1235,0.04,0.03,0.0
2006,1236,0.0,0.14,0.03
2006,1237,0.0,0.0,0.0
2006,1238,0.02,0.0,0.1
2006,1239,0.0,0.09,0.05
2006,1240,0.05,0.0,0.0
2006,1241,0.08,0.0,0.0
2006,1242,0.0,0.0,0.08
2006,1243,0.03,0.02,0.0
2006,1244,0.08,0.0,0.0
2006,1245,0.0,0.08,0.0
2006,1246,0.0,0.0,0.0
2006,1247,0.05,0.0,0.01
2006,1248,0.0,0.03,0.03
2006,1249,0.01,0.0,0.07
2006,1250,0.0,0.0,0.02
2006,1251,0.11,0.05,0.0
2006,1252,0.01,0.0,0.1
2006,1253,0.0,0.09,0.0
2006,1254,0.0,0.0,0.07
2006,1255,0.0,0.0,0.0
2006,1256,0.0,0.07,0.07
2006,1257,0.0,0.02,0.01
2006,1258,0.0,0.0,0.0
2006,1259,0.04,0.0,0.0
2006,1260,0.02,0.0,0.0
2006,1261,0.0,0.05,0.0
2006,1262,0.02,0.0,0.0
2006,1263,0.0,0.0,0.02
2006,1264,0.08,0.06,0.0
2006,1265,0.0,0.0,0.0
2006,1266,0.0,0.0,0.06
2006,1267,0.04,0.0,0.0
2006,1268,0.0,0.0,0.0
2006,1269,0.02,0.0,0.0
2006,1270,0.11,0.04,0.0
2006,1271,0.04,0.05,0.0
2006,1272,0.0,0.0,0.0
2006,1273,0.0,0.0,0.0
2006,1274,0.0,0.0,0.02
2006,1275,0.0,0.0,0.02
2006,1276,0.02,0.0,0.07
2006,1277,0.05,0.02,0.0
2006,1278,0.0,0.0,0.06
2006,1279,0.05,0.07,0.02
2006,1280,0.01,0.03,0.03
2006,1281,0.05,0.0,0.01
2006,1282,0.0,0.0,0.0
2006,1283,0.0,0.0,0.0
2006,1284,0.01,0.04,0.0
2006,1285,0.0,0.1,0.0
2006,1286,0.0,0.01,0.03
2006,1287,0.03,0.0,0.05
2006,1288,0.0,0.0,0.0
2006,1289,0.0,0.0,0.0
2006,1290,0.0,0.05,0.0
2006,1291,0.03,0.0,0.0
2006,1292,0.0,0.1,0.0
2006,1293,0.06,0.0,0.01
2006,1294,0.06,0.1,0.0
2006,1295,0.0,0.1,0.04
2006,1296,0.03,0.03,0.0
2006,1297,0.03,0.0,0.0
2007,1000,0.03,0.13,0.06
2007,1001,2.61,2.65,2.75
2007,1002,0.09,0.0,0.0
2007,1003,14.98,15.78,15.75
2007,1004,0.0,0.01,0.0
2007,1005,0.02,0.0,0.0
2007,1006,0.02,0.0,0.0
2007,1007,0.02,0.06,0.06
2007,1008,0.0,0.03,0.02
2007,1009,0.15,0.0,0.0
2007,1010,1.26,1.28,1.15
2007,1011,0.0,0.1,0.0
2007,1012,1.01,0.91,0.84
2007,1013,0.04,0.0,0.0
2007,1014,0.0,0.0,0.04
2007,1015,0.0,0.0,0.0
2007,1016,0.0,0.05,0.0
2007,1017,0.07,0.0,0.07
2007,1018,0.01,0.05,0.03
2007,1019,0.0,0.0,0.02
2007,1020,0.0,0.05,0.0
2007,1021,0.0,0.05,0.05
2007,1022,0.02,0.02,0.0
2007,1023,0.0,0.0,0.0
2007,1024,0.0,0.06,0.05
2007,1025,0.0,0.03,0.0
2007,1026,0.03,0.02,0.0
2007,1027,3.02,2.98,2.88
2007,1028,0.06,0.0,0.0
2007,1029,12.34,12.08,10.81
2007,1030,0.0,0.02,0.01
2007,1031,64.8,66.75,67.58
2007,1032,0.0,0.02,0.0
2007,1033,0.0,0.02,0.0
2007,1034,24.19,24.86,24.27
2007,1035,0.0,0.0,0.0
2007,1036,0.0,0.04,0.0
2007,1037,41.67,42.43,41.53
2007,1038,21.25,21.59,21.64
2007,1039,0.04,0.0,0.0
2007,1040,3.18,3.21,3.16
2007,1041,0.0,0.0,0.08
2007,1042,15.43,15.88,15.77
2007,1043,0.05,0.0,0.0
2007,1044,11.56,11.28,11.32
2007,1045,0.37,0.13,0.15
2007,1046,0.06,0.0,0.0
2007,1047,0.0,0.02,0.0
2007,1048,0.41,0.5,0.51
2007,1049,0.02,0.0,0.01
2007,1050,0.0,0.0,0.0
2007,1051,17.6,17.5,17.5
2007,1052,0.05,0.1,0.09
2007,1053,13.25,13.79,13.61
2007,1054,79.69,81.88,81.98
2007,1055,0.0,0.08,0.0
2007,1056,0.13,0.0,0.0
2007,1057,0.0,0.03,0.02
2007,1058,0.01,0.04,0.0
2007,1059,0.02,0.03,0.04
2007,1060,0.0,0.05,0.16
2007,1061,30.13,31.37,30.47
2007,1062,0.08,0.1,0.0
2007,1063,0.1,0.0,0.07
2007,1064,0.0,0.05,0.03
2007,1065,0.0,0.01,0.0
2007,1066,0.0,0.07,0.15
2007,1067,0.1,0.1,0.02
2007,1068,0.03,0.12,0.07
2007,1069,0.0,0.06,0.0
2007,1070,0.0,0.0,0.07
2007,1071,0.02,0.0,0.14
2007,1072,0.0,0.0,0.0
2007,1073,0.0,0.07,0.0
2007,1074,0.04,0.01,0.0
2007,1075,0.04,0.03,0.03
2007,1076,0.0,0.01,0.0
2007,1077,0.02,0.03,0.05
2007,1078,0.0,0.0,0.09
2007,1079,0.0,0.01,0.0
2007,1080,0.02,0.0,0.06
2007,1081,0.03,0.0,0.0
2007,1082,0.08,0.0,0.0
2007,1083,0.08,0.0,0.0
2007,1084,0.03,0.0,0.0
2007,1085,0.03,0.0,0.05
2007,1086,0.14,0.03,0.12
2007,1087,0.0,0.02,0.0
2007,1088,0.0,0.0,0.0
2007,1089,0.01,0.09,0.0
2007,1090,0.05,0.0,0.01
2007,1091,28.23,30.24,28.75
2007,1092,0.06,0.0,0.0
2007,1093,0.0,0.0,0.0
2007,1094,0.01,0.05,0.04
2007,1095,0.03,0.0,0.0
2007,1096,0.0,0.02,0.0
2007,1097,0.01,0.0,0.01
2007,1098,0.0,0.0,0.14
2007,1099,0.0,0.0,0.0
2007,1100,0.0,0.04,0.05
2007,1101,0.02,0.13,0.0
2007,1102,0.1,0.02,0.0
2007,1103,0.0,0.0,0.0
2007,1104,0.15,0.21,0.13
2007,1105,0.0,0.01,0.0
2007,1106,0.0,0.0,0.0
2007,1107,0.03,0.0,0.01
2007,1108,0.04,0.0,0.0
2007,1109,0.0,0.0,0.0
2007,1110,0.0,0.06,0.0
2007,1111,0.0,0.1,0.04
2007,1112,0.0,0.16,0.0
2007,1113,0.0,0.06,0.0
2007,1114,0.0,0.0,0.08
2007,1115,0.0,0.0,0.0
2007,1116,0.0,0.02,0.02
2007,1117,0.0,0.0,0.0
2007,1118,0.02,0.0,0.0
2007,1119,0.06,0.03,0.04
2007,1120,0.0,0.01,0.02
2007,1121,0.06,0.04,0.03
2007,1122,0.0,0.0,0.0
2007,1123,0.01,0.0,0.01
2007,1124,0.0,0.01,0.09
2007,1125,0.02,0.0,0.0
2007,1126,0.0,0.01,0.01
2007,1127,0.07,0.09,0.07
2007,1128,0.0,0.14,0.07
2007,1129,0.0,0.0,0.06
2007,1130,0.0,0.03,0.13
2007,1131,0.0,0.0,0.0
2007,1132,0.02,0.11,0.0
2007,1133,0.0,0.03,0.0
2007,1134,0.0,0.0,0.0
2007,1135,0.06,0.0,0.04
2007,1136,0.05,0.0,0.0
2007,1137,0.03,0.0,0.0
2007,1138,0.0,0.05,0.0
2007,1139,0.0,0.09,0.05
2007,1140,0.09,0.01,0.13
2007,1141,0.01,0.0,0.0
2007,1142,0.0,0.05,0.05
2007,1143,0.04,0.04,0.0
2007,1144,0.0,0.0,0.0
2007,1145,0.0,0.0,0.0
2007,1146,0.0,0.0,0.01
2007,1147,0.0,0.04,0.11
2007,1148,0.0,0.0,0.1
2007,1149,0.03,0.09,0.1
2007,1150,0.0,0.05,0.0
2007,1151,0.12,0.0,0.19
2007,1152,0.08,0.04,0.0
2007,1153,0.02,0.0,0.01
2007,1154,0.0,0.08,0.0
2007,1155,0.0,0.01,0.06
2007,1156,0.06,0.0,0.06
2007,1157,0.03,0.0,0.0
2007,1158,0.0,0.02,0.0
2007,1159,0.1,0.05,0.01
2007,1160,0.07,0.0,0.01
2007,1161,0.02,0.0,0.04
2007,1162,0.09,0.0,0.0
2007,1163,0.0,0.0,0.0
2007,1164,0.07,0.0,0.0
2007,1165,0.08,0.0,0.08
2007,1166,0.06,0.05,0.04
2007,1167,0.17,0.0,0.08
2007,1168,0.07,0.02,0.0
2007,1169,0.05,0.06,0.04
2007,1170,0.0,0.04,0.04
2007,1171,0.0,0.04,0.01
2007,1172,0.08,0.0,0.0
2007,1173,0.07,0.06,0.05
2007,1174,0.0,0.0,0.08
2007,1175,0.0,0.03,0.09
2007,1176,0.0,0.04,0.0
2007,1177,0.05,0.01,0.0
2007,1178,0.02,0.06,0.2
2007,1179,0.0,0.0,0.0
2007,1180,0.0,0.05,0.01
2007,1181,0.0,0.0,0.03
2007,1182,0.03,0.0,0.01
2007,1183,0.07,0.09,0.0
2007,1184,0.11,0.0,0.06
2007,1185,0.04,0.0,0.0
2007,1186,0.0,0.0,0.0
2007,1187,0.0,0.0,0.0
2007,1188,0.02,0.0,0.0
2007,1189,0.0,0.01,0.05
2007,1190,0.0,0.0,0.0
2007,1191,0.0,0.0,0.0
2007,1192,0.0,0.06,0.0
2007,1193,0.0,0.0,0.02
2007,1194,0.02,0.0,0.0
2007,1195,0.0,0.0,0.0
2007,1196,0.02,0.05,0.02
2007,1197,0.0,0.06,0.0
2007,1198,0.02,0.05,0.0
2007,1199,0.03,0.0,0.04
2007,1200,0.0,0.07,0.02
2007,1201,0.09,0.0,0.03
2007,1202,0.09,0.01,0.06
2007,1203,0.0,0.0,0.03
2007,1204,0.0,0.06,0.0
2007,1205,0.0,0.02,0.0
2007,1206,0.04,0.0,0.03
2007,1207,0.06,0.0,0.0
2007,1208,0.09,0.01,0.0
2007,1209,0.04,0.0,0.04
2007,1210,0.0,0.0,0.0
2007,1211,0.0,0.0,0.0
2007,1212,0.11,0.08,0.1
2007,1213,0.0,0.0,0.0
2007,1214,0.0,0.06,0.06
2007,1215,0.0,0.14,0.0
2007,1216,0.0,0.04,0.0
2007,1217,0.09,0.0,0.1
2007,1218,0.0,0.0,0.04
2007,1219,0.02,0.0,0.13
2007,1220,0.03,0.0,0.0
2007,1221,0.04,0.0,0.06
2007,1222,0.0,0.0,0.04
2007,1223,0.0,0.01,0.02
2007,1224,0.08,0.11,0.0
2007,1225,0.0,0.0,0.03
2007,1226,0.0,0.0,0.0
2007,1227,0.12,0.04,0.0
2007,1228,0.01,0.06,0.0
2007,1229,0.01,0.03,0.0
2007,1230,0.08,0.0,0.0
2007,1231,0.07,0.15,0.02
2007,1232,0.12,0.0,0.03
2007,1233,0.0,0.0,0.0
2007,1234,0.05,0.07,0.08
2007,1235,0.04,0.03,0.0
2007,1236,0.0,0.15,0.03
